Frecuencia,Tiempo CH1,V1,Tiempo CH2,V2
50100.0,-3.9160000000000005e-05,0.34,-3.9160000000000005e-05,-0.26
50100.0,-3.9120000000000005e-05,0.36,-3.9120000000000005e-05,-0.24
50100.0,-3.908e-05,0.36,-3.908e-05,-0.22
50100.0,-3.9040000000000006e-05,0.38,-3.9040000000000006e-05,-0.24
50100.0,-3.9e-05,0.38,-3.9e-05,-0.22
50100.0,-3.896e-05,0.4,-3.896e-05,-0.24
50100.0,-3.892e-05,0.4,-3.892e-05,-0.24
50100.0,-3.888e-05,0.42,-3.888e-05,-0.22
50100.0,-3.884e-05,0.44,-3.884e-05,-0.24
50100.0,-3.88e-05,0.46,-3.88e-05,-0.24
50100.0,-3.876e-05,0.44,-3.876e-05,-0.24
50100.0,-3.872e-05,0.48,-3.872e-05,-0.22
50100.0,-3.868e-05,0.48,-3.868e-05,-0.22
50100.0,-3.864e-05,0.5,-3.864e-05,-0.2
50100.0,-3.86e-05,0.48,-3.86e-05,-0.22
50100.0,-3.8560000000000004e-05,0.54,-3.8560000000000004e-05,-0.22
50100.0,-3.8520000000000004e-05,0.52,-3.8520000000000004e-05,-0.22
50100.0,-3.8480000000000004e-05,0.56,-3.8480000000000004e-05,-0.22
50100.0,-3.8440000000000005e-05,0.58,-3.8440000000000005e-05,-0.2
50100.0,-3.84e-05,0.54,-3.84e-05,-0.2
50100.0,-3.8360000000000005e-05,0.58,-3.8360000000000005e-05,-0.2
50100.0,-3.832e-05,0.6,-3.832e-05,-0.22
50100.0,-3.8280000000000006e-05,0.62,-3.8280000000000006e-05,-0.22
50100.0,-3.824e-05,0.64,-3.824e-05,-0.22
50100.0,-3.82e-05,0.64,-3.82e-05,-0.18
50100.0,-3.816e-05,0.62,-3.816e-05,-0.2
50100.0,-3.812e-05,0.64,-3.812e-05,-0.2
50100.0,-3.808e-05,0.64,-3.808e-05,-0.2
50100.0,-3.804e-05,0.64,-3.804e-05,-0.18
50100.0,-3.8e-05,0.64,-3.8e-05,-0.16
50100.0,-3.796e-05,0.66,-3.796e-05,-0.18
50100.0,-3.792e-05,0.68,-3.792e-05,-0.16
50100.0,-3.788e-05,0.7000000000000001,-3.788e-05,-0.16
50100.0,-3.7840000000000004e-05,0.72,-3.7840000000000004e-05,-0.16
50100.0,-3.7800000000000004e-05,0.7000000000000001,-3.7800000000000004e-05,-0.16
50100.0,-3.7760000000000004e-05,0.74,-3.7760000000000004e-05,-0.16
50100.0,-3.772e-05,0.76,-3.772e-05,-0.14
50100.0,-3.7680000000000005e-05,0.76,-3.7680000000000005e-05,-0.18
50100.0,-3.764e-05,0.74,-3.764e-05,-0.14
50100.0,-3.7600000000000006e-05,0.76,-3.7600000000000006e-05,-0.14
50100.0,-3.756e-05,0.76,-3.756e-05,-0.16
50100.0,-3.752e-05,0.78,-3.752e-05,-0.14
50100.0,-3.748e-05,0.8,-3.748e-05,-0.14
50100.0,-3.744e-05,0.8,-3.744e-05,-0.12
50100.0,-3.74e-05,0.8,-3.74e-05,-0.12
50100.0,-3.736e-05,0.8200000000000001,-3.736e-05,-0.14
50100.0,-3.732e-05,0.8200000000000001,-3.732e-05,-0.12
50100.0,-3.728e-05,0.8200000000000001,-3.728e-05,-0.12
50100.0,-3.724e-05,0.84,-3.724e-05,-0.12
50100.0,-3.72e-05,0.86,-3.72e-05,-0.12
50100.0,-3.716e-05,0.84,-3.716e-05,-0.1
50100.0,-3.7120000000000004e-05,0.84,-3.7120000000000004e-05,-0.08
50100.0,-3.7080000000000004e-05,0.88,-3.7080000000000004e-05,-0.12
50100.0,-3.7040000000000005e-05,0.86,-3.7040000000000005e-05,-0.1
50100.0,-3.7000000000000005e-05,0.86,-3.7000000000000005e-05,-0.12
50100.0,-3.696e-05,0.88,-3.696e-05,-0.08
50100.0,-3.6920000000000006e-05,0.88,-3.6920000000000006e-05,-0.08
50100.0,-3.688e-05,0.9,-3.688e-05,-0.06
50100.0,-3.684e-05,0.9,-3.684e-05,-0.1
50100.0,-3.68e-05,0.88,-3.68e-05,-0.06
50100.0,-3.676e-05,0.9,-3.676e-05,-0.08
50100.0,-3.672e-05,0.9,-3.672e-05,-0.08
50100.0,-3.668e-05,0.9,-3.668e-05,-0.06
50100.0,-3.664e-05,0.9400000000000001,-3.664e-05,-0.06
50100.0,-3.66e-05,0.9,-3.66e-05,-0.02
50100.0,-3.656e-05,0.9,-3.656e-05,-0.04
50100.0,-3.652e-05,0.92,-3.652e-05,-0.06
50100.0,-3.648e-05,0.92,-3.648e-05,-0.04
50100.0,-3.6440000000000003e-05,1.0,-3.6440000000000003e-05,-0.04
50100.0,-3.6400000000000004e-05,0.9400000000000001,-3.6400000000000004e-05,-0.04
50100.0,-3.6360000000000004e-05,0.96,-3.6360000000000004e-05,-0.04
50100.0,-3.6320000000000005e-05,0.9400000000000001,-3.6320000000000005e-05,-0.04
50100.0,-3.628e-05,0.96,-3.628e-05,-0.04
50100.0,-3.6240000000000005e-05,0.9400000000000001,-3.6240000000000005e-05,0.0
50100.0,-3.62e-05,0.96,-3.62e-05,-0.04
50100.0,-3.6160000000000006e-05,0.98,-3.6160000000000006e-05,-0.02
50100.0,-3.612e-05,0.98,-3.612e-05,-0.02
50100.0,-3.608e-05,0.96,-3.608e-05,-0.02
50100.0,-3.604e-05,0.98,-3.604e-05,0.0
50100.0,-3.6e-05,1.0,-3.6e-05,0.0
50100.0,-3.596e-05,0.98,-3.596e-05,0.0
50100.0,-3.592e-05,0.98,-3.592e-05,-0.02
50100.0,-3.588e-05,1.0,-3.588e-05,0.0
50100.0,-3.584e-05,1.0,-3.584e-05,-0.02
50100.0,-3.58e-05,1.0,-3.58e-05,0.0
50100.0,-3.576e-05,0.98,-3.576e-05,0.0
50100.0,-3.5720000000000004e-05,1.0,-3.5720000000000004e-05,0.02
50100.0,-3.5680000000000004e-05,0.98,-3.5680000000000004e-05,0.02
50100.0,-3.5640000000000004e-05,1.02,-3.5640000000000004e-05,0.02
50100.0,-3.56e-05,1.02,-3.56e-05,0.04
50100.0,-3.5560000000000005e-05,1.02,-3.5560000000000005e-05,0.04
50100.0,-3.552e-05,1.0,-3.552e-05,0.04
50100.0,-3.5480000000000006e-05,0.98,-3.5480000000000006e-05,0.02
50100.0,-3.544e-05,1.02,-3.544e-05,0.06
50100.0,-3.54e-05,1.02,-3.54e-05,0.02
50100.0,-3.536e-05,1.02,-3.536e-05,0.08
50100.0,-3.532e-05,1.04,-3.532e-05,0.02
50100.0,-3.528e-05,1.02,-3.528e-05,0.06
50100.0,-3.524e-05,1.02,-3.524e-05,0.06
50100.0,-3.52e-05,1.02,-3.52e-05,0.06
50100.0,-3.516e-05,1.02,-3.516e-05,0.08
50100.0,-3.512e-05,0.98,-3.512e-05,0.1
50100.0,-3.508e-05,1.02,-3.508e-05,0.06
50100.0,-3.504e-05,1.0,-3.504e-05,0.1
50100.0,-3.5000000000000004e-05,1.0,-3.5000000000000004e-05,0.06
50100.0,-3.4960000000000004e-05,1.0,-3.4960000000000004e-05,0.08
50100.0,-3.4920000000000004e-05,1.0,-3.4920000000000004e-05,0.08
50100.0,-3.4880000000000005e-05,1.0,-3.4880000000000005e-05,0.1
50100.0,-3.484e-05,1.02,-3.484e-05,0.12
50100.0,-3.4800000000000006e-05,1.02,-3.4800000000000006e-05,0.1
50100.0,-3.476e-05,1.0,-3.476e-05,0.08
50100.0,-3.4720000000000006e-05,0.98,-3.4720000000000006e-05,0.1
50100.0,-3.468e-05,0.98,-3.468e-05,0.12
50100.0,-3.464e-05,1.0,-3.464e-05,0.12
50100.0,-3.46e-05,1.0,-3.46e-05,0.12
50100.0,-3.456e-05,0.98,-3.456e-05,0.12
50100.0,-3.452e-05,1.0,-3.452e-05,0.12
50100.0,-3.448e-05,1.0,-3.448e-05,0.14
50100.0,-3.444e-05,1.0,-3.444e-05,0.14
50100.0,-3.44e-05,0.98,-3.44e-05,0.14
50100.0,-3.436e-05,0.96,-3.436e-05,0.14
50100.0,-3.4320000000000003e-05,0.96,-3.4320000000000003e-05,0.12
50100.0,-3.4280000000000004e-05,1.0,-3.4280000000000004e-05,0.14
50100.0,-3.424e-05,1.02,-3.424e-05,0.14
50100.0,-3.4200000000000005e-05,0.96,-3.4200000000000005e-05,0.16
50100.0,-3.416e-05,0.9400000000000001,-3.416e-05,0.12
50100.0,-3.4120000000000005e-05,0.9400000000000001,-3.4120000000000005e-05,0.16
50100.0,-3.408e-05,0.96,-3.408e-05,0.16
50100.0,-3.4040000000000006e-05,0.9400000000000001,-3.4040000000000006e-05,0.16
50100.0,-3.4e-05,0.9400000000000001,-3.4e-05,0.16
50100.0,-3.396000000000001e-05,0.9400000000000001,-3.396000000000001e-05,0.18
50100.0,-3.392e-05,0.9400000000000001,-3.392e-05,0.18
50100.0,-3.388e-05,0.9,-3.388e-05,0.18
50100.0,-3.384e-05,0.9,-3.384e-05,0.16
50100.0,-3.38e-05,0.9,-3.38e-05,0.14
50100.0,-3.376e-05,0.92,-3.376e-05,0.18
50100.0,-3.372e-05,0.88,-3.372e-05,0.16
50100.0,-3.368e-05,0.88,-3.368e-05,0.2
50100.0,-3.364e-05,0.88,-3.364e-05,0.2
